id,name,phone,website_url
3663,Railtown Brewing Co,6168812364,http://www.railtownbrewing.com
3664,Rare Bird Brewpub,2319432053,http://rarebirdbrewpub.com
3665,Red Jacket Brewing at Michigan House Cafe,9063371910,http://www.michiganhousecafe.com/brewpub.html
3666,Redline Brewing Company,8102592009,http://redlinebrewingcompany.com
3667,Redwood Brewing Co,8102338000,http://www.redwoodbrewingco.com
3668,Reed City Brewing Company,2314654222,
3669,Right Brain Brewery,2319441239,http://www.rightbrainbrewery.com
3670,River Rouge Brewing Company,2488020555,http://www.riverrougebrew.com
3671,River's Edge Brewing Co,2486851625,http://www.riversedgebrew.com
3672,Roak Brewing Co.,2482688780,http://www.roakbrewing.com
3673,Rochester Mills Beer Co,2486505080,http://www.beercos.com
3674,Rochester Mills Production Brewery,2483773130,http://www.beercos.com
3675,Rockford Brewing Company,6169514677,http://www.RockfordBrewing.com
3676,Rolling Oak Brewing Co,9897456280,http://rollingoakbrewing.com
3677,Round Barn Brewery & Public House,2693267059,http://www.roundbarnbrewery.com
3678,Round Barn Brewery / Round Barn Winery,8007169463,http://www.roundbarnwinery.com
3679,Royal Oak Brewery,2485441141,http://www.royaloakbrewery.com
3680,Rudbeckia Farm,2316224173,http://www.rudbeckiafarm.com
3681,Rupert's Brew House,2693379911,http://www.rupertsbrewhouse.com
3682,Rustic Leaf Brewing Company,2485999933,http://www.rusticleafbrewingcompany.com
3683,Salt Springs Brewery,7342959191,http://wwww.saltpsringsbrewery.com
3684,Sanctuary Spirits,5179251930,http://www.sanctuaryspirits.com
3685,Sandhill Crane Vineyards,5177640679,http://www.sandhillcranevineyards.com
3686,Saugatuck Brewing Co,2698577222,http://www.saugatuckbrewing.com
3687,Schmohz Brewery,6169490860,http://www.schmohz.com
3688,Sherwood Brewing Co,5865329669,http://www.sherwoodbrewing.com
3689,Shipwreck Brewing Company,5869442266,http://www.shipwreckbrewingcompany.com
3690,Short's Brewing Co,2315336622,http://www.shortsbrewing.com
3691,Short's Brewing Co - Production Facility,2314982300,http://www.shortsbrewing.com
3692,Silver Harbor Brewing Company,2692817100,http://silverharborbrewing.com
3693,Sister Lakes Brewing Company,2693325135,http://www.sisterlakesbrewing.com
3694,Snowbelt Brewing Company,9894487077,
3695,Soo Brewing Company,9066324400,http://www.soobrew.com
3696,South Haven Brewpub,2697677105,http://www.southhavenbrewpub.com
3697,Spartan Brewpub,5175075098,http://spartanbrewpub.com/
3698,Speciation Artisan Ales,6166666783,http://speciationartisanales.com
3699,Sports Brewpub,7342855060,
3700,St Ambrose Cellars,2313834262,http://www.stambrose-mead-wine.com
3701,Starving Artist Brewing,2317941399,http://starvingartist.beer
3702,Stiggs Brewery & Kitchen,2314976100,http://www.stiggsbrewingcompany.com
3703,Stony Lake Brewing Company,7343167919,http://www.stonylakebrewing.com
3704,Stormcloud Brewing Company,2316519080,http://www.stormcloudbrewing.com
3705,Stormcloud Brewing Company Production Facility,,
3706,Strand Brewery,2694247500,http://www.strandbrewery.com
3707,Sugarfoot Saloon,2312286166,
3708,Superior Coast Brewery / Karls Cuisine Winery and Brewery,9062531900,http://www.karlscuisine.com
3709,Tahquamenon Falls Brewery and Pub,9064923300,http://www.tahquamenonfallsbrewery.com
3710,Tapistry Brewing Company,2692667349,http://www.tapistrybrewing.com
3711,TBD,5869897454,http://www.blakeshardcider.com
3712,Tecumseh Brewing Company,5178151726,http://www.tecumsehbrewingco.com
3713,Tenacity Brewing,8103396676,http://www.tenacitybrewing.com
3714,Territorial Brewing Company,2692821694,http://www.territorialbrewing.com
3715,Territorial Brewing Company Production Facility,2694410030,
3716,Texas Corners Brewing Company,2698707724,http://www.texascornersbrewing.com
3717,The Boathouse Beer Co and Boozery,9899845233,http://www.boathousebeerco.com
3718,The Distant Whistle Brewhouse,2693707549,http://www.distantwhistle.com
3719,The Filling Station Microbrewery,2319468168,http://www.thefillingstationmicrobrewery.com
3720,The Highway Brewing Co.,9897090716,http://www.highwaybrewingco.com
3721,The Knickerbocker/ New Holland Brewing,6163455642,
3722,The Livery,2699258760,http://www.liverybrew.com
3723,The Maple Grille LLC,,
3724,The Mitten Brewing Co,6166085612,http://www.mittenbrewing.com
3725,The Mitten Brewing Company - Saugatuck,6166085612,
3726,The Mitten Brewing Company Production Facility,,
3727,The Parlor,2319414422,http://www.bigtoebrewery.com
3728,The Red Baron,8107441310,http://www.baronburger.com
3729,"The Sanford Beverage Company, Inc. D.B.A. Steele Street Brewing",6165234003,http://www.steelestreetbrewing.com
3730,Third Monk Brewing Co,2482786366,http://www.thirdmonkbrewingco.com
3731,Third Nature Brewing Co.,,
3732,Thornapple Brewing Company,6164226209,http://Www.thornapplebrewing.com
3733,Three Blondes Brewing,,http://www.threeblondesbrewing.com
3734,Tibbs Brewing Co,8777627397,
3735,Tilted Axis Brewing Company,8109694477,http://www.tiltedaxis.beer
3736,Tootsie's Brewery / Lone Oak Vineyard,5175228167,http://www.tootsiesbrewery.com
3737,Townies Brewery,,
3738,Traffic Jam and Snug,3138319470,http://www.trafficjamdetroit.com
3739,Trail Point Brewing Co.,6168952739,http://www.trailpointbrewing.com
3740,Transient Artisan Ales,,
3741,Tri City Brewing Co,9896861340,http://www.tricitybrewing.com
3742,Tripelroot,6169530050,http://www.tripelroot.com
3743,Tripelroot Production Facility,,
3744,Tujax Tavern,2696238310,
3745,Tunnel Vision Brewery,2315263276,http://www.pondhill.com
3746,TwoGuys Brewing,6165529690,http://www.twoguysbrewing.beer
3747,UBrew Nanobrewery,2319432016,http://www.ubrewtc.com
3748,Unruly Brewing Company,2312881068,http://www.unrulybrewing.com
3749,Upper Hand Brewery,2693822338,http://www.upperhandbrewery.com
3750,Urbanrest Brewing Company,,http://www.urbanrest.com
3751,Vander Mill,6162598828,http://www.vandermill.com
3752,VanMax Brewing Company LLC,2692171720,http://www.vanmaxbrewing.com
3753,Vierling Restaurant & Marquette Harbor Brewery,9062283533,http://www.thevierling.com
3754,Vivio's Food,3133931711,http://www.viviosdetroit.com
3755,Walldorff Brewpub & Bistro,2699454400,http://www.walldorffbrewpub.com
3756,WAR WATER BREWERY,8102893921,http://www.warwaterbrewery.com
3757,Watermark Brewing Company,2692810872,http://www.watermarkbrewing.com
3758,Waypost Brewing Co.,6169162362,http://waypostbeer.com
3759,Whiskey Point Brewing Company,2313737842,http://www.whiskeypointbrewing.com
3760,White Flame Brewing Co,6162095098,http://www.whiteflamebrewing.com
3761,Wiltse's Brew Pub and Family Restaurant,9897392231,http://www.wiltsebrewpub.com
3762,Witch's Hat Brewing,2484862595,http://www.witchshatbrewing.com
3763,Wolverine State Brewing Co,7343692990,http://www.wolverinebeer.com
3764,Woodward Avenue Brewers,2485463696,http://www.thewabsite.com
3765,Workshop Brewing Co,12314218966,http://www.traversecityworkshop.com
3766,10K Brewing,7633924753,http://10KBrew.com
3767,12welve Eyes Brewing,6514938106,http://www.12welveEyes.com
3768,14 Lakes Brewery,2186924129,
3769,56 Brewing,6124040056,http://www.56brewing.com
3770,612 Brew,6129648939,http://www.612brew.com
3771,Able Seedhouse and Brewery,6124054642,http://www.ablebeer.com
3772,Alloy Brewing Company,7634230939,http://www.alloybrewingcompany.com
3773,Angry Inch Brewing,,http://www.angryinchbrewing.com
3774,Arbeiter Brewing Company,,http://www.arbeiterbrewing.com
3775,Ashby Brewing Company,8886350291,http://www.abcbrewing.net
3776,August Schell Brewing Co,5073545528,http://www.schellsbrewery.com
3777,Back Channel Brewing,,http://www.backchannelbrewing@gmail.com
3778,Bad Habit Brewing Company,3204024442,http://www.badhabitbeer.com
3779,Bad Weather Brewing LLC,6512076627,http://www.badweatherbrewery.com
3780,Badger Hill Brewing,6123884479,http://www.badgerhillbrewing.com
3781,Bald Man Brewing Company,6516003164,http://www.BaldManBrewing.com
3782,Bang Brewing,6512432264,http://www.bangbrewing.com
3783,Bank Brewing Co,6123092513,http://www.bankbrewing.com
3784,Barley Johns Brewpub,6516364670,http://www.barleyjohns.com
3785,Barrel Theory Beer Company,6516003422,http://www.barreltheory.com
3786,Bauhaus Brew Labs,6122976911,http://bauhausbrewlabs.com
3787,Beaver Island Brewing Company,3202535907,http://www.beaverislandbrew.com
3788,Bemidji Brewing Company,2184447011,http://www.bemidjibeer.com
3789,"Bengal Brewing, LLC.",6125188146,http://www.BengalBrewingLLC.com
3790,Bent Brewstillery,8448792368,http://www.bentbrewstillery.com
3791,Bent Paddle Brewing Co,2182792722,http://www.bentpaddlebrewing.com
3792,Big Axe Brewing Company,2189612337,http://www.bigaxebrewing.com
3793,Big Wood Brewery,6123602986,http://www.bigwoodbrewery.com
3794,Big Woods Brewery,8139886000,http://www.bigwoodsbeer.com
3795,Birch's On the Lake,9524737373,http://www.birchsrestaurantandbar.com
3796,Blacklist Artisan Ales,2183109368,http://www.blacklistbeer.com
3797,BlackStack Brewing,6123692932,http://www.blackstackbrewing.com
3798,Blue Wolf Brewing Company LLC,7633906700,http://www.bluewolfbrew.com
3799,Boathouse Brewery LLC,2183654301,http://www.frontiernet.net
3800,Boathouse Brothers Brewing Co,9522506143,
3801,Boom Island Brewing Company,6122279635,http://www.boomislandbrewing.com
3802,BoomTown Brewery and Woodfire Grill,2184401710,http://www.boomtownwoodfire.com
3803,Brass Foundry Brewing Co.,7633504153,http://www.brassfoundrybrewing.com
3804,Brau Brothers Brewing Co,5077472337,http://www.braubeer.com
3805,Brew D'Etat,4132072355,
3806,Brewery In Planning - Albert Lea,,
3807,Brewery In Planning - Medina,,
3808,Brewery In Planning - Saint Paul MN,,
3809,Broken Clock Brewing Cooperative,9703330135,http://www.brokenclockbrew.com
3810,Burning Brothers Brewing,6514448882,http://burnbrosbrew.com
3811,Canal Park Brewery,2184644790,http://www.canalparkbrewery.com
3812,Carmody Irish Pub & Brewing,2187404747,http://www.carmodyirishpub.com
3813,Castle Danger Brewery,2188345800,http://www.castledangerbrewery.com
3814,Chapel Brewing,5076641300,http://www.chapelbrewing.com
3815,Clockwerks Brewing,6123399375,http://www.clockwerksbrewing.com
3816,Copper Trail Brewing Co.,3202196688,http://www.coppertrailbrewing.com
3817,Cosmos Brewing,6512699199,http://www.cosmosbrewing.com
3818,Cuyuna Brewing Company,2188660914,http://cuyunabrewing.com
3819,Dangerous Man Brewing Co,6122364087,http://www.dangerousmanbrewing.com
3820,Day Block Brewing Company,6126177793,http://Dayblockbrewing.com
3821,Disgruntled Brewing,2183464677,http://www.disgruntledbeer.com
3822,Dual Citizen Brewing Co.,6513304750,http://www.dualcitizenbrewing.com
3823,Dubh Linn Brew Pub,2187271559,http://dubhlinnpub.com
3824,Eastlake Craft Brewery,6122174668,http://www.eastlakemgm.com
3825,Enki Brewing,9523008408,http://www.enkibrewing.com
3826,Excelsior Brewing Co,9524747837,http://www.excelsiorbrew.com
3827,Fair State Brewing Cooperative,6124443209,http://www.fairstate.coop
3828,Fair State Brewing Cooperative - St. Paul,6124443209,
3829,FINNEGANS Brew Co,2072394937,http://www.finnegans.com
3830,Fitgers Brewhouse,2187224825,
3831,Flat Earth Brewing Co,6516981945,http://www.flatearthbrewing.com
3832,Forager Brewing Company,5072587490,http://www.foragerbrewery.com
3833,Founding Fathers Brewing Company,9527676403,http://www.foundingfathersbrewingco.com
3834,Foxhole Brewhouse,3204412071,http://www.foxholebrewhouse.com
3835,F-Town Brewing Company,5073317677,http://www.ftownbeer.com
3836,Fulton Beer,6128760904,http://www.fultonbeer.com
3837,Fulton Beer,6128760904,
3838,Game On Brewing,,
3839,Garphish Brewing Company,7634520270,http://www.garphish.com
3840,GiesenbrÃ¤u Bier Co LLC,9527584226,http://www.giesenbraubierco.com
3841,Gluek Beer,,
3842,Goat Ridge Brewing,3203542383,http://www.goatridgebrewing.com
3843,Good Ass Beer,,
3844,Grand Rounds Brewing Company,5072921628,http://www.grandroundsbrewing.com
3845,Granite City Food & Brewery (#1),3202039000,http://www.gcfb.net
3846,Granite City Food & Brewery (#10),6514524600,http://www.gcfb.net
3847,Granite City Food & Brewery (#17),6512093500,http://www.gcfb.net
3848,Granite City Food & Brewery (#8),7634160010,http://www.gcfb.net
3849,Great Waters Brewing Company,6512242739,http://www.greatwatersbc.com
3850,"Gull Dam Brewing, Inc.",2189632739,http://www.gulldambrewing.com
3851,Gun Flint Tavern,2183872836,http://www.gunflinttavern.com
3852,HammerHeart Brewing Company,6513482654,http://www.hammerheartbrewing.com
3853,Hayes Public House,7637466389,http://www.hayespublichouse.com
3854,HeadFlyer Brewing,6125676345,http://www.headflyerbrewing.com
3855,Herkimer Pub and Brewery,6128210101,http://www.theherkimer.com
3856,Hoops Brewing,2186061666,http://www.hoopsbrewing.com
3857,Hunyuck Brew Co.,6514915066,http://www.hunyuckbrewco.com
3858,Imminent Brewing,5076462327,http://www.imminentbrewing.com
3859,Inbound Brewco,6126158243,http://www.inboundbrew.co
3860,Indeed Brewing Co,6128435090,http://www.indeedbrewing.com
3861,Insight Brewing Company,,
3862,Invictus Brewing Co,6127234090,http://www.InvictusBrewingCo.com
3863,Invictus Brewing Co.,6127234090,http://www.invictusbrewingco.com
3864,Island City Brewing Company,5074742739,http://www.islandcitybrew.com
3865,Jack Pine Brewery,2182708072,http://www.jackpinebrewery.com
3866,Joseph Wolf Brewing Company,6127519422,http://www.josephwolfbrewing.com
3867,Junkyard Brewing Company,7012618403,http://www.junkyardbeer.com
3868,Karst Brewing LLC,6127476367,http://www.karstbrewed.com
3869,Kinney Creek Brewery,,
3870,Klockow Brewing Company,2189997229,http://www.klockowbrewing.com
3871,La Dona Cerveceria,,http://www.dameladona.com
3872,Lake Monster Brewing,,
3873,Lake of the Woods Brewing Company,8074682337,
3874,Lake Superior Brewing Co,2187234000,http://www.lakesuperiorbrewing.com
3875,Lakes & Legends Brewing Company,6129996020,http://www.lakesandlegends.com
3876,"Lakeville Brewing Co., LLC",9524692739,http://www.lakevillebrewing.com
3877,Lazy Loon Brewing Co,9524673500,http://www.lazyloonbrewing.com
3878,Lift Bridge Brewery,8884302337,http://www.liftbridgebrewery.com
3879,Little Thistle Brewing,5073584647,http://www.littlethistlebeer.com
3880,Loony's Brew,2185401001,http://www.loonysbrew.com
3881,LTD Brewery,9529382415,http://www.ltdbrewing.com
3882,LTS Brewing Company,5072268280,http://www.ltsbrewing.com
3883,LuPine Brewing Co,7633331033,http://www.lupinebrewing.com
3884,Lupulin Brewing,7632639549,http://www.lupulinbrewing.com
3885,LynLake Brewery,6122249682,http://www.lynlakebrewery.com
3886,Mankato Brewery,5073862337,http://www.mankatobrewery.com
3887,Mantorville Brewing Co LLC,6513870708,http://www.mantorvillebeer.com
3888,Maple Island Brewing,6514300044,http://www.mapleislandbrewing.com
3889,Minneapolis Town Hall Brewery,6123398696,http://www.townhallbrewery.com
3890,Modist Brewing Company,6124540258,http://www.modistbrewing.com
3891,Montgomery Brewing Company,,http://www.montgomerybrewing.com
3892,Moose Lake Brewing Company,2184854585,http://www.mooselakebrewing.com
3893,Northbound Smokehouse Brewpub,6122081450,http://www.smokehousebrewpub.com
3894,Nutmeg Brewhouse,9528921438,http://www.nutmegbrewhouse.com
3895,Olvalde Farm & Brewing,5072054969,http://www.olvalde.com
3896,OMNI Brewing Company,7152229832,
3897,Oswald Brewing Company,5075263101,http://www.oswaldbrewingcompany.com
3898,Outstate Brewing Company LLC,9702175026,http://www.oustatebrew.co
3899,Pantown Brewing Company,3209803100,http://www.pantownBrewing.com
3900,Pigs Eye Pub,6517341661,http://www.pigseyebeer.com
3901,Portage Brewing Company,2185476217,http://www.portagebeer.com
3902,Pryes Brewing Company,6127877937,http://www.pryesbrewing.com
3903,Rahr Technical Center LLC,9524650585,
3904,Reads Landing Brewing Co,6515604777,http://www.rlbrewingco.com
3905,Red Wing Brewing Company,6513272200,http://www.redwingbrewing.com
3906,Revelation Ale Works,2185100001,http://www.revales.com
3907,Rock Bottom Brewery - Minneapolis,6123322739,http://www.rockbottom.com
3908,Roets Jordan Brewery Co.,9524068865,http://www.roetsjordanbrewery.com
3909,Roma Brewery,6516534733,http://www.roman-market.com
3910,Roundhouse Brewery,2184542739,http://roundhousebrew.com
3911,Saint Croix Beer Co. DBA Saint Croix Brewing Co.,6513870708,http://www.stcroixbeer.com
3912,Schram Vineyards Winery & Brewery,9524425105,http://SchramVineyards.com
3913,Shakopee Brewhall,9525824292,http://www.shakopeebrewhall.com
3914,Sisyphus Brewing,6124448674,http://www.sisyphusbrewing.com
3915,Sociable Cider Werks,6127580105,http://www.sociablecider.com
3916,Spilled Grain Brewhouse,3202741129,http://www.spilledgrainbrewhouse.com
3917,Spiral Brewery,6517264832,http://Spiralbrewery.com
3918,Stacked Deck Brewing,6512145448,http://www.stackeddeckbrewing.com
3919,Starry Eyed Brewing Company,3202320382,http://www.starryeyedbrewing.com
3920,Steel Toe Brewing,9529559965,http://www.steeltoebrewing.com
3921,Summit Brewing Co,6512657800,http://www.summitbrewing.com
3922,Surly Brewing Company,7635353330,http://www.surlybrewing.com
3923,Surly Brewing Company,7635353330,
3924,Take 16 Brewing Company,8666639986,http://www.take16beer.com
3925,Talking Waters Brewing Co.,3203211444,http://www.talkingwatersbrewing.com
3926,Tanzenwald Brewing Company,5073662337,http://www.tanzenwald.com
3927,Tavern Brewery,2188471891,
3928,The Freehouse,6123397011,http://www.freehousempls.com
3929,Third Street Brewhouse,3206853690,http://www.thirdstreetbrewhouse.com
3930,Three Twenty Brewing Co.,3203221237,http://www.threetwentybrewing.com
3931,Tin Whiskers Brewing,,
3932,Torg Brewery,7636390539,http://www.torgbrewery.com
3933,Twelve Down Brewing,6125904704,
3934,"U4ic Brewing, Inc.",9528733303,http://www.u4icbrewing.com
3935,Under Pressure Brewing Company,6128509779,http://www.underpressurebrewing.com
3936,Union 32 Crafthouse,9528079777,http://www.union32crafthouse.com
3937,Union Pizza & Brewing Co,2189988888,http://www.unionpizzaandbrewing.com
3938,Unmapped Brewing Co.,9525009622,http://www.unmappedbrewing.com
3939,Urban Growler Brewing Co,6513405793,http://www.urbangrowlerbrewing.com
3940,Urban Lodge Brewery,3202815454,http://urbanlodgebrewery.com
3941,Ursa Minor Brewing,2182690537,http://www.ursaminorbrewing.com
3942,Utepils Brewing Co,6122497800,http://www.utepilsbrewing.com
3943,Venn Brewing Company,,http://www.vennbrewing.com
3944,Vine Park Brewing Co,6512281355,http://www.vinepark.com
3945,Voyageur Brewing Co,2183873163,
3946,Wabasha Brewing Company,6512242102,http://www.wabashabrewing.com
3947,Waconia Brewing Company,6128882739,http://www.waconiabrewing.com
3948,Waldmann Brewery & Wurstery,6512221857,http://www.waldmannbrewery.com
3949,Ward House Brewery,,http://www.wardhousebrewing.com
3950,"Wayzata Brew Works, LLC",9527371023,http://www.wayzatabrewworks.com
3951,"Wayzata Brew Works, LLC.",9527371023,http://www.wayzatabrewworks.com/
3952,Wicked Wort Brewing Company,7633029849,http://www.wickedwortbrewingco.com
3953,Wild Mind Artisan Ales,6123454514,http://www.wildmindales.com
3954,Wooden Hill Brewing Company,9529609663,http://www.woodenhillbrewing.com
3955,1817 Brewery,6623055907,
3956,Biloxi Brewing Co,2282731638,http://www.biloxibrewing.com
3957,Chandeleur Island Brewing Company,2287019985,http://www.chandeleurbrew.com
3958,Colludium Brewery,6015202789,http://www.colludiumbrewery.com
3959,Crooked Letter Brewing Co,2282353994,http://www.crookedletterbrewery.com
3960,Hops and Growlers,2283345585,http://www.hopsandgrowlers.com
3961,Key City Brewing Co.,6264871330,http://keycitybeer.com
3962,"Lazy Magnolia Brewing Co, LLC",2284672727,http://www.lazymagnolia.com
3963,Lucky Town Brewing Co,6017900142,http://www.luckytownbrewing.com
3964,Mayhew Junction Brewing Company,6625460510,http://www.mayhewjunction.com
3965,Mighty Miss Brewing Co.,6623796477,http://www.mightymissbeer.com
3966,Natchez Brewing Co,8287135311,http://www.natchezbrew.com
3967,Slowboat Brewing Company,6014332723,http://www.slowboatbrewco.com
3968,Southern Prohibition Brewing,6014671057,http://www.soprobrewing.com
3969,"Threefoot Brewing Company, LLC",6016931074,http://www.threefootbrewing.com
3970,Yalobusha Brewing Company,,http://www.yalobrew.com
3971,2nd Shift Brewing Co,6187910728,http://www.2ndshiftbrewing.com
3972,4 By 4 Brewing Company,,http://www.4by4brewingcompany.com
3973,4 Hands Brewing Co,3144361559,
3974,Alpha Brewing Co.,3146212337,http://www.alphabrewingcompany.com
3975,Amerisports Brew Pub,8164147435,http://www.ameristar.com
3976,Anheuser-Busch InBev,3145772000,http://www.anheuser-busch.com
3977,Apex Brew And BBQ Supplies,8163135039,http://www.apexbrewwares.com
3978,Arcadian Moon,6605846661,http://www.arcadianmoon.com
3979,Augusta Brewing Co,6362395010,http://www.augustabrewing.com
3980,"Bard's Brewery, LLC",8167281707,http://www.bardsbeer.com
3981,Bastard Brothers Brewing Company,3145203401,http://www.bastardbrothersbrewery.com
3982,Big Rip Brewing Company,8168660747,http://www.bigripbrewing.com
3983,BKS Artisan Ales,8166733027,http://www.bksartisanales.com
3984,Boat Town Brewing,4175332306,http://www.boattownbrewing.com
3985,Border Brewing Company,8163156807,http://www.borderbrewco.com
3986,Boulevard Brewing Co,8164747095,http://www.boulevard.com
3987,Brew Hub Taproom,3148335453,
3988,Brewery Emperial,8169459625,http://www.breweryemperial.com
3989,Brewery in Planning - Kansas City,,
3990,"Brewery in Planning - Kansas city, MO",8164210011,
3991,Brewery In Planning - Lees Summit,,
3992,Brewery in Planning - Saint Louis,,
3993,Broadway Brewery,5734435054,http://www.broadwaybrewery.com
3994,Bronze Owl Brewing,5738405202,http://www.bronzeowlbrewing.com
3995,Bur Oak Company,,http://www.buroakbeer.com
3996,Calibration Brewery,8169948277,http://www.calibrationbrewery.com
3997,Casual Animal,,http://www.casualanimalbrewing.com
3998,Cathedral Square Brewery,3148033605,http://www.cathedralsquarebrewery.com
3999,Center Ice Brewing Company,3142779843,http://www.centericebrewery.com
4000,Charleville Vineyard & Microbrewery,5737564537,http://www.charlevillevineyard.com
4001,"Charlie's Steak, Ribs & Ale",4173346090,http://www.charliesbranson.com
4002,Cinder Block Brewery,8165608365,http://www.cinderblockbrewery.com
4003,City Barrel Brewing Co,,
4004,Civil Life Brewing Company,,http://www.thecivillife.com
4005,Crane Brewing Company,8167434132,http://www.cranebrewing.com
4006,Crown Valley Brewing & Distilling Co,5737569700,http://www.crownvalleybrewery.com
4007,Deep Sleep Brewing Company LLC,3142395801,
4008,Deslogetown Brewery,,
4009,Double Shift Brewing,8163047028,http://www.doubleshiftbrewing.com
4010,Dubious Claims Brewing,8168962477,
4011,Earthbound Beer,3147699576,http://www.earthboundbeer.com
4012,East Forty Brewing,,http://www.eastfortybrewing.com
4013,Exit 6 Brewery,6362444343,http://www.exit6brewery.com
4014,Ferguson Brewing Co,3142547359,http://www.fergusonbrewing.com
4015,Flat Branch Pub and Brewing,5734990400,http://www.flatbranch.com
4016,Friendship Brewing Company,,
4017,Fringe Beerworks,8166002552,http://www.fringebeerworks.com
4018,Good News Brewing Company,6362946593,http://goodnewsbrewing.com
4019,Granite City Food & Brewery (#11),8165873838,http://www.gcfb.net
4020,Granite City Food & Brewery (#29),3144323535,http://www.gcfb.net
4021,Green Room Burgers & Beer,8162167682,http://www.greenroomkc.com
4022,Greer Brewing,6363463979,http://www.greerbrewingco.com
4023,Griesedieck Brothers Brewery,3143093210,http://www.gb-beer.com
4024,Gruhlke's Microbrewery / Bias Vineyards,5738345475,http://www.biaswinery.com
4025,Heavy Riff Brewing,3148286148,http://www.heavyriffbrwing.com
4026,High Heel Brewing,,http://highheelbrewing.com
4027,Indian Springs Brewing Company,4174549498,http://www.indianspringsbrewing.com
4028,Jackson Street Brew Co.,,
4029,Kansas City Bier Company,8162148691,http://www.kcbier.com
4030,Kirkwood Station Brewing,3149662739,http://www.kirkwoodstationbrewing.com
4031,"Lake Bums BrewCo, LLC.",4172936684,http://www.lakebumsbrewco.com
4032,Levi Garrison & Sons Brewing Company,8166689421,http://www.lgsbrewingco.com
4033,Logboat Brewing Co,5733976786,http://www.logboatbrewing.com
4034,Lost Signal Brewing Company,9723104162,http://www.lostsignalbrewing.com
4035,Mackenzie Brewing Company,3147508307,http://www.mknzbrewing.com
4036,Main And Mill Brewing Company,6365433031,http://www.mainandmillbrewco.com
4037,Mark Twain Brewing Company,5734061300,http://www.marktwainbrewery.com
4038,Martin City Brewing Company,8162682222,http://www.martincitybrewing.com
4039,McCoy's Public House,8169600866,http://www.mccoyspublichouse.com
4040,Miami Creek Brewing Company,8168920297,http://www.miamicreek.com
4041,Minglewood Brewery,5738030524,http://www.minglewoodbrewery.com
4042,Missouri Beer Company,6362946672,http://www.mobeerco.com
4043,Modern Brewery,,http://www.mb314.com
4044,Morgan Street Brewery,3142319970,http://www.morganstreetbrewery.com
4045,Mother's Brewing Co,4178620423,http://www.mothersbrewing.com
4046,Narrow Gauge Brewing Company,3148313222,http://www.narrowgaugestl.com
4047,O'Fallon Brewery,6362812337,http://www.ofallonbrewery.com
4048,Outlaw Cigar / Gunslinger Saloon Brewing,8165052442,http://www.outlawcigar.com
4049,Ozarks Brewing Company,4172741507,http://www.ozarksbrewing.com
4050,Perennial Artisan Ales,3146317300,http://www.perennialbeer.com
4051,Piney River Brewing Company,4179674001,http://www.pineyriverbrewing.com
4052,Point Labaddie Brewery,6367422861,http://www.pointlabaddiebrewery.com
4053,Prehistoric Brewing Company,,http://www.prehistoricbrewing.com
4054,Prison Brews,5736350678,http://www.prisonbrews.com
4055,Propagation LLC,,http://www.propagation.us
4056,Public House Brewing Co,5732613333,http://www.publichousebrewery.com
4057,Public House Brewing Company,5734262337,http://www.publichousebrewery.com
4058,Pursuit Brewing & Blending,,
4059,River Bluff Brewing,,
4060,Rock & Run Brewery,8164152337,http://www.rockandrunbrewery.com
4061,Rockwell Beer Company,3144094119,http://www.rockwellbeer.com
4062,"Schlafly Beer/The Saint Louis Brewery, LLC",3142412337,http://www.schlafly.com
4063,Schlafly Bottleworks,3142412337,http://www.schlafly.com
4064,Side Project Brewing,3142245211,http://www.SideProjectBrewing.com
4065,Six Mile Bridge Brewery,,http://www.sixmilebridgebeer.com
4066,Smoke Brewing Company,8165252337,
4067,Southern Heritage Brewing Company,5737015583,http://www.southernheritagebrewing.com
4068,Springfield Brewing Co,4178328277,http://www.springfieldbrewingco.com
4069,Square One Brewery and Distillery,3142312537,http://www.squareonebrewery.com
4070,Steampunk Brew Works,6362308277,http://www.steampunkbrewworks.com
4071,Stockyards Brewing Company,8168958880,http://www.stockyardsbrewing.com
4072,Strange Days Brewing Co,8164695321,http://www.strangedaysbrewing.com
4073,Strange Days Brewing Company,9134336232,http://www.strangedaysbrewing.com
4074,Third Wheel Brewing,6363239810,http://www.thirdwheelbrewing.com
4075,Tie and Timber Beer Company,7202814664,
4076,Tin Mill Brewing Co,5734862275,http://www.tinmillbrewing.com
4077,Torn Label Brewing Company,9136348001,http://www.tornlabel.com
4078,Trailhead Brewing Co,6369462739,http://www.trailheadbrewing.com
4079,Uranus Brewery,5735282924,http://www.UranusMissouri.com
4080,Urban Chestnut Brewing Co,,
4081,Wages Brewing Company,4172933119,http://www.wagesbrewco.com
4082,Wellspent Brewing Company,3143280505,http://www.wellspentbeer.com
4083,"Welpman Springs Brewing Company, LLC.",5733772343,http://www.welpmanspringsbrewing.weebly.com
4084,Weston Brewing Co / O'Malley's Pub,,http://www.westonirish.com
4085,White River Brewing Co,4178691366,http://www.whiteriverbrewingco.com
4086,Wild Water,6362650751,
4087,William K Busch Brewing Co.,3149327911,http://www.enjoykraftig.com
4088,2 Basset Brewery,4065472337,http://www.2bassetbrewery.com
4089,380 Brewing Company,2065796509,
4090,406 Brewing Company,4065853745,http://www.406brewingcompany.com
4091,Angry Hank's Microbrewery,4062523370,
